portal,serial_no,name,level,source_id,parent_source_id,has_children,is_leaf_authority,source_url,fetched_at_utc
RTI Online,2377,Indian Institute of Mass Communication,1,864,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2378,National Film Archives of India (NFAI),1,868,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2379,National Film Development Corporation of India,1,861,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2380,New Media Wing,1,2858,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2381,"PAY AND ACCOUNTS OFFICE, DOORDARSHAN, GUWAHATI",1,3718,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2382,Prasar Bharti,1,3164,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2383,Press Council of India,1,1634,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2384,Press Information Bureau,1,871,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2385,"Principal Accounts Office, M/o I&B",1,3705,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2386,Publication Division,1,867,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2387,Registrar of Newspapers of India,1,863,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2388,Satyajit Ray Film and Television Institute,1,866,63,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2389,Ministry of Labour & Employment,0,64,,yes,no,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2390,Board of Arbitration,1,1940,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2391,Central Board for Workers Education,1,344,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2392,"Central Government Industrial Tribunal-cum-Labour Court, Ahmedabad",1,1727,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2393,"Central Government Industrial Tribunal-cum-Labour Court, Asansole",1,1733,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2394,"Central Government Industrial Tribunal-cum-Labour Court, Bangalore",1,642,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2395,"Central Government Industrial Tribunal cum Labour Court, Bhubneshwar",1,1724,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2396,"Central Government Industrial Tribunal-cum-Labour Court, Chandigarh.I",1,643,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2397,"Central Government Industrial Tribunal cum Labour Court, Chennai",1,644,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2398,"Central Government Industrial Tribunal-cum-Labour Court, Ernakulam, Cochin",1,645,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2399,"Central Government Industrial Tribunal-cum-Labour Court, Guwahati",1,1726,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2400,"Central Government Industrial Tribunal-cum-Labour Court, Jabalpur",1,1731,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2401,"Central Government Industrial Tribunal-cum-Labour Court, Jaipur",1,1722,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2402,"Central Government Industrial Tribunal-cum-Labour Court, Kanpur",1,1736,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2403,"Central Government Industrial Tribunal-cum-Labour Court, Kolkata",1,1734,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2404,"Central Government Industrial Tribunal-cum-Labour Court, Lucknow",1,646,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2405,"Central Government Industrial Tribunal-cum-Labour Court, Nagpur",1,1723,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2406,"CGIT, Hyderabad",1,1664,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2407,"CGIT no. I, Delhi",1,1732,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2408,"CGIT no. I, Dhanbad",1,1729,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2409,"CGIT no. II, Chandigarh",1,1728,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2410,"CGIT no. II, Delhi",1,1725,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2411,"CGIT no. II, Dhanbad",1,1730,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2412,"CGIT no.I I, Mumbai",1,1735,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2413,"CGIT no. I, Mumbai",1,1665,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2414,Directorate General Factory Advice Service and Labour Institutes,1,621,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2415,Directorate General of Employment,1,620,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2416,"Directorate General of Labour & Welfare, Head Quarter",1,1737,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2417,Directorate General of Mines Safety,1,616,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2418,Employees Provident Fund Organisation,1,342,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2419,Employees State Insurance Corporation,1,343,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2420,ESIC Model Hospital Industrial Area II Chandigarh,1,2624,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2421,Labour Bureau,1,622,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2422,Office of The Chief Labour Commissioner (Central),1,619,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2423,Office of the RLC(C) Ahmedabad,1,1653,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2424,"Office of the RLC(C), Nagpur",1,1655,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2425,"Office of the Welfare Commissioner, Ahmedabad",1,3368,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2426,"Office of the Welfare Commissioner, Ajmer",1,623,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2427,"Office of The Welfare Commissioner, Allahabad",1,624,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2428,"Office of the Welfare Commissioner, Bangalore",1,625,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2429,"Office of the Welfare Commissioner, Bhubaneswar",1,626,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2430,"Office of The Welfare Commissioner, Chandigarh",1,3413,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2431,"Office of The Welfare Commissioner, Dehradun",1,3414,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2432,"Office of The Welfare Commissioner, Guwahati",1,3410,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2433,"Office of The Welfare Commissioner, Hyderabad",1,627,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2434,"Office of the Welfare Commissioner, Jabalpur",1,628,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2435,"Office of The Welfare Commissioner, Kannur",1,3376,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2436,"Office of the Welfare Commissioner, Koderma",1,629,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2437,"Office of the Welfare Commissioner, Kolkatta",1,630,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2438,"Office of The Welfare Commissioner, Nagpur",1,631,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2439,"Office of The Welfare Commissioner, Patna",1,3415,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2440,"Office of The Welfare Commissioner, Tirunelveli",1,3377,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2441,V.V. Giri National Labour Institute,1,617,64,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2442,"Ministry of Micro, Small and Medium Enterprises",0,2125,,yes,no,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2443,CDGI Ferozabad,1,1213,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2444,CFTI Agra,1,1185,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2445,CFTI Chennai,1,1215,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2446,CIHT Jalandhar,1,1210,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2447,Coir Board,1,776,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2448,CTR Ludhiana,1,1186,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2449,CTRTC Bhubneswar,1,1181,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2450,CTRTC KolKata,1,1216,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2451,Development Commissioner (Micro Small and Medium Enterprises),1,432,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2452,"DEVELOPMENT INSTITUTE, RAIPUR",1,3700,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2453,ESTC Ramnagar,1,1208,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2454,FFDC Kannauj,1,1211,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2455,HTDDTC Nagaur,1,1152,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2456,IDEMI Mumbai,1,1183,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2457,IDTR Jamshedpur,1,1212,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2458,IGTR Aurangabad,1,1184,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2459,Indian Institute of Entrepreneurship,1,1288,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2460,Khadi & Village Industries Commission,1,194,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2461,Mahatma Gandhi Institute for Rural Industrialisation (MGIRI),1,2274,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2462,MSME Development Institute Agra,1,1138,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2463,"MSME Development Institute, Bangalore",1,1115,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2464,MSME Development Institute Chennai,1,3290,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2465,MSME Development Institute karnal,1,1132,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2466,"MSME Development Institute,Kolkata",1,1108,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2467,"MSME Development Institute, Ludhiana",1,3291,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2468,"MSME Development Institute, Margao, Goa",1,3946,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2469,MSME Development Institute Patna,1,1123,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2470,MSME-DFO Visakhapatnam,1,4147,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2471,MSME DI Ahmedabad,1,1113,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2472,"MSMEDI, Cuttack",1,1120,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2473,MSME DI Gangtok,1,3289,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2474,MSME DI Guwahati,1,1110,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2475,"MSME DI, Haldwani",1,1143,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2476,MSME DI Hubli,1,1125,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2477,MSME DI Hyderabad,1,1114,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2478,MSME DI JAIPUR,1,1128,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2479,MSME DI KANPUR,1,1127,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2480,MSME DI Muzaffarpur,1,2046,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2481,MSME DI SOLAN,1,1129,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2482,MSMEDI Thrissur,1,1118,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2483,MSME DIVELOPMENT INSTITUTE INDORE,1,1112,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2484,"MSME Testing Centre, Chennai",1,1141,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2485,MSME Testing Centre Kolkata,1,1135,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2486,M S M E TESTING CENTRE NEW DELHI,1,1139,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2487,MSMETI Ettumanoor,1,1150,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2488,MSMETI THIRUVALLA,1,3292,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2489,MSME tool room Ahmedabad,1,1205,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2490,MSME TOOL ROOM GUWAHATI,1,1206,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2491,MSME TOOL ROOM HYDERABAD CITD,1,1209,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2492,MSME Tool Room Indore,1,1182,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2493,National Institute for Entrepreneurship & Small Business Development (NIESBUD),1,1287,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2494,National Institute of Micro Small and Medium Enterprises (NIMSME),1,1286,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2495,PPDC Agra,1,1214,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2496,PPDC Meerut,1,1207,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2497,RTC-Mumbai,1,1144,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2498,SISI Agartala,1,1142,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2499,SISI Allahabad,1,1147,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2500,SISI-Goa,1,1131,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2501,SISI-Imphal,1,1109,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2502,SISI-Jammu,1,1137,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2503,SISI-Mumbai,1,1111,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2504,SISI-Nagpur,1,1145,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2505,SISI-New Delhi,1,1133,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
RTI Online,2506,SISI-Ranchi,1,1106,2125,no,yes,https://rtionline.gov.in/request/allpa.php,2026-08-23T06:45:58.414113+00:00
